Log:
DateTime: 21.03 12.10.2025.

Model: ResNet101
Loss function: CrossEntropyLoss
Optimizer: SGD

HyperParameters:
- Number of epochs: 3
- Batch size: 128
- Learning rate: 0.001


ConsoleLog:
Streaming output truncated to the last 5000 lines.
Training:  29% 369/1293 [01:16<03:07,  4.92batch/s, Train loss=1.1448, Train accuracy=0.4387]
Training:  76% 983/1293 [03:23<01:03,  4.91batch/s, Train loss=1.0409, Train accuracy=0.4888]
Training:  76% 983/1293 [03:23<01:03,  4.91batch/s, Train loss=1.0409, Train accuracy=0.4889]
Training:  76% 984/1293 [03:23<01:02,  4.94batch/s, Train loss=1.0409, Train accuracy=0.4889]
Training:  76% 984/1293 [03:23<01:02,  4.94batch/s, Train loss=1.0408, Train accuracy=0.4889]
Training:  76% 985/1293 [03:23<01:02,  4.95batch/s, Train loss=1.0408, Train accuracy=0.4889]
Training:  76% 985/1293 [03:23<01:02,  4.95batch/s, Train loss=1.0407, Train accuracy=0.4890]
Training:  76% 986/1293 [03:23<01:01,  4.96batch/s, Train loss=1.0407, Train accuracy=0.4890]
Training:  76% 986/1293 [03:24<01:01,  4.96batch/s, Train loss=1.0406, Train accuracy=0.4890]
Training:  76% 987/1293 [03:24<01:01,  4.96batch/s, Train loss=1.0406, Train accuracy=0.4890]
Training:  76% 987/1293 [03:24<01:01,  4.96batch/s, Train loss=1.0406, Train accuracy=0.4890]
Training:  76% 988/1293 [03:24<01:01,  4.95batch/s, Train loss=1.0406, Train accuracy=0.4890]
Training:  76% 988/1293 [03:24<01:01,  4.95batch/s, Train loss=1.0406, Train accuracy=0.4890]
Training:  76% 989/1293 [03:24<01:01,  4.95batch/s, Train loss=1.0406, Train accuracy=0.4890]
Training:  76% 989/1293 [03:24<01:01,  4.95batch/s, Train loss=1.0405, Train accuracy=0.4890]
Training:  77% 990/1293 [03:24<01:01,  4.94batch/s, Train loss=1.0405, Train accuracy=0.4890]
Training:  77% 990/1293 [03:24<01:01,  4.94batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 991/1293 [03:24<01:01,  4.94batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 991/1293 [03:25<01:01,  4.94batch/s, Train loss=1.0405, Train accuracy=0.4890]
Training:  77% 992/1293 [03:25<01:01,  4.93batch/s, Train loss=1.0405, Train accuracy=0.4890]
Training:  77% 992/1293 [03:25<01:01,  4.93batch/s, Train loss=1.0405, Train accuracy=0.4890]
Training:  77% 993/1293 [03:25<01:00,  4.94batch/s, Train loss=1.0405, Train accuracy=0.4890]
Training:  77% 993/1293 [03:25<01:00,  4.94batch/s, Train loss=1.0405, Train accuracy=0.4889]
Training:  77% 994/1293 [03:25<01:00,  4.93batch/s, Train loss=1.0405, Train accuracy=0.4889]
Training:  77% 994/1293 [03:25<01:00,  4.93batch/s, Train loss=1.0407, Train accuracy=0.4888]
Training:  77% 995/1293 [03:25<01:00,  4.93batch/s, Train loss=1.0407, Train accuracy=0.4888]
Training:  77% 995/1293 [03:25<01:00,  4.93batch/s, Train loss=1.0407, Train accuracy=0.4888]
Training:  77% 996/1293 [03:25<01:00,  4.93batch/s, Train loss=1.0407, Train accuracy=0.4888]
Training:  77% 996/1293 [03:26<01:00,  4.93batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 997/1293 [03:26<01:01,  4.78batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 997/1293 [03:26<01:01,  4.78batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 998/1293 [03:26<01:01,  4.79batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 998/1293 [03:26<01:01,  4.79batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 999/1293 [03:26<01:01,  4.74batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 999/1293 [03:26<01:01,  4.74batch/s, Train loss=1.0405, Train accuracy=0.4889]
Training:  77% 1000/1293 [03:26<01:01,  4.77batch/s, Train loss=1.0405, Train accuracy=0.4889]
Training:  77% 1000/1293 [03:27<01:01,  4.77batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 1001/1293 [03:27<01:01,  4.75batch/s, Train loss=1.0406, Train accuracy=0.4889]
Training:  77% 1001/1293 [03:27<01:01,  4.75batch/s, Train loss=1.0405, Train accuracy=0.4889]
Training:  77% 1002/1293 [03:27<01:01,  4.74batch/s, Train loss=1.0405, Train accuracy=0.4889]
Training:  77% 1002/1293 [03:27<01:01,  4.74batch/s, Train loss=1.0405, Train accuracy=0.4889]
Training:  78% 1003/1293 [03:27<01:03,  4.59batch/s, Train loss=1.0405, Train accuracy=0.4889]
Training:  78% 1003/1293 [03:27<01:03,  4.59batch/s, Train loss=1.0405, Train accuracy=0.4890]
Training:  78% 1004/1293 [03:27<01:02,  4.63batch/s, Train loss=1.0405, Train accuracy=0.4890]
Training:  78% 1004/1293 [03:27<01:02,  4.63batch/s, Train loss=1.0403, Train accuracy=0.4891]
Training:  78% 1005/1293 [03:27<01:01,  4.65batch/s, Train loss=1.0403, Train accuracy=0.4891]
Training:  78% 1005/1293 [03:28<01:01,  4.65batch/s, Train loss=1.0403, Train accuracy=0.4890]
Training:  78% 1006/1293 [03:28<01:01,  4.68batch/s, Train loss=1.0403, Train accuracy=0.4890]
Training:  78% 1006/1293 [03:28<01:01,  4.68batch/s, Train loss=1.0401, Train accuracy=0.4891]
Training:  78% 1007/1293 [03:28<01:00,  4.73batch/s, Train loss=1.0401, Train accuracy=0.4891]
Training:  78% 1007/1293 [03:28<01:00,  4.73batch/s, Train loss=1.0401, Train accuracy=0.4890]
Training:  78% 1008/1293 [03:28<01:01,  4.67batch/s, Train loss=1.0401, Train accuracy=0.4890]
Training:  78% 1008/1293 [03:28<01:01,  4.67batch/s, Train loss=1.0401, Train accuracy=0.4891]
Training:  78% 1009/1293 [03:28<01:00,  4.70batch/s, Train loss=1.0401, Train accuracy=0.4891]
Training:  78% 1009/1293 [03:28<01:00,  4.70batch/s, Train loss=1.0400, Train accuracy=0.4891]
Training:  78% 1010/1293 [03:28<01:01,  4.63batch/s, Train loss=1.0400, Train accuracy=0.4891]
Training:  78% 1010/1293 [03:29<01:01,  4.63batch/s, Train loss=1.0400, Train accuracy=0.4892]
Training:  78% 1011/1293 [03:29<01:01,  4.58batch/s, Train loss=1.0400, Train accuracy=0.4892]
Training:  78% 1011/1293 [03:29<01:01,  4.58batch/s, Train loss=1.0400, Train accuracy=0.4892]
Training:  78% 1012/1293 [03:29<01:01,  4.55batch/s, Train loss=1.0400, Train accuracy=0.4892]
Training:  78% 1012/1293 [03:29<01:01,  4.55batch/s, Train loss=1.0400, Train accuracy=0.4893]
Training:  78% 1013/1293 [03:29<01:00,  4.65batch/s, Train loss=1.0400, Train accuracy=0.4893]
Training:  78% 1013/1293 [03:29<01:00,  4.65batch/s, Train loss=1.0398, Train accuracy=0.4893]
Training:  78% 1014/1293 [03:29<00:58,  4.75batch/s, Train loss=1.0398, Train accuracy=0.4893]
Training:  78% 1014/1293 [03:30<00:58,  4.75batch/s, Train loss=1.0398, Train accuracy=0.4893]
Training:  78% 1015/1293 [03:30<00:57,  4.81batch/s, Train loss=1.0398, Train accuracy=0.4893]
Training:  78% 1015/1293 [03:30<00:57,  4.81batch/s, Train loss=1.0398, Train accuracy=0.4893]
Training:  79% 1016/1293 [03:30<00:57,  4.84batch/s, Train loss=1.0398, Train accuracy=0.4893]
Training:  79% 1016/1293 [03:30<00:57,  4.84batch/s, Train loss=1.0397, Train accuracy=0.4893]
Training:  79% 1017/1293 [03:30<00:57,  4.84batch/s, Train loss=1.0397, Train accuracy=0.4893]
Training:  79% 1017/1293 [03:30<00:57,  4.84batch/s, Train loss=1.0397, Train accuracy=0.4893]
Training:  79% 1018/1293 [03:30<00:56,  4.84batch/s, Train loss=1.0397, Train accuracy=0.4893]
Training:  79% 1018/1293 [03:30<00:56,  4.84batch/s, Train loss=1.0396, Train accuracy=0.4893]
Training:  79% 1019/1293 [03:30<00:56,  4.83batch/s, Train loss=1.0396, Train accuracy=0.4893]
Training:  79% 1019/1293 [03:31<00:56,  4.83batch/s, Train loss=1.0396, Train accuracy=0.4893]
Training:  79% 1020/1293 [03:31<00:56,  4.85batch/s, Train loss=1.0396, Train accuracy=0.4893]
Training:  79% 1020/1293 [03:31<00:56,  4.85batch/s, Train loss=1.0396, Train accuracy=0.4893]
Training:  79% 1021/1293 [03:31<00:55,  4.88batch/s, Train loss=1.0396, Train accuracy=0.4893]
Training:  79% 1021/1293 [03:31<00:55,  4.88batch/s, Train loss=1.0396, Train accuracy=0.4893]
Training:  79% 1022/1293 [03:31<00:55,  4.90batch/s, Train loss=1.0396, Train accuracy=0.4893]
Training:  79% 1022/1293 [03:31<00:55,  4.90batch/s, Train loss=1.0396, Train accuracy=0.4892]
Training:  79% 1023/1293 [03:31<00:55,  4.91batch/s, Train loss=1.0396, Train accuracy=0.4892]
Training:  79% 1023/1293 [03:31<00:55,  4.91batch/s, Train loss=1.0397, Train accuracy=0.4892]
Training:  79% 1024/1293 [03:31<00:54,  4.93batch/s, Train loss=1.0397, Train accuracy=0.4892]
Training:  79% 1024/1293 [03:32<00:54,  4.93batch/s, Train loss=1.0397, Train accuracy=0.4892]
Training:  79% 1025/1293 [03:32<00:54,  4.95batch/s, Train loss=1.0397, Train accuracy=0.4892]
Training:  79% 1025/1293 [03:32<00:54,  4.95batch/s, Train loss=1.0397, Train accuracy=0.4892]
Training:  79% 1026/1293 [03:32<00:53,  4.95batch/s, Train loss=1.0397, Train accuracy=0.4892]
Training:  79% 1026/1293 [03:32<00:53,  4.95batch/s, Train loss=1.0397, Train accuracy=0.4892]
Training:  79% 1027/1293 [03:32<00:54,  4.92batch/s, Train loss=1.0397, Train accuracy=0.4892]
Training:  79% 1027/1293 [03:32<00:54,  4.92batch/s, Train loss=1.0398, Train accuracy=0.4892]
Training:  80% 1028/1293 [03:32<00:53,  4.94batch/s, Train loss=1.0398, Train accuracy=0.4892]
Training:  80% 1028/1293 [03:32<00:53,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4893]
Training:  80% 1029/1293 [03:32<00:53,  4.96batch/s, Train loss=1.0397, Train accuracy=0.4893]
Training:  80% 1029/1293 [03:33<00:53,  4.96batch/s, Train loss=1.0399, Train accuracy=0.4891]
Training:  80% 1030/1293 [03:33<00:53,  4.94batch/s, Train loss=1.0399, Train accuracy=0.4891]
Training:  80% 1030/1293 [03:33<00:53,  4.94batch/s, Train loss=1.0400, Train accuracy=0.4891]
Training:  80% 1031/1293 [03:33<00:53,  4.93batch/s, Train loss=1.0400, Train accuracy=0.4891]
Training:  80% 1031/1293 [03:33<00:53,  4.93batch/s, Train loss=1.0400, Train accuracy=0.4891]
Training:  80% 1032/1293 [03:33<00:53,  4.88batch/s, Train loss=1.0400, Train accuracy=0.4891]
Training:  80% 1032/1293 [03:33<00:53,  4.88batch/s, Train loss=1.0400, Train accuracy=0.4891]
Training:  80% 1033/1293 [03:33<00:53,  4.89batch/s, Train loss=1.0400, Train accuracy=0.4891]
Training:  80% 1033/1293 [03:33<00:53,  4.89batch/s, Train loss=1.0401, Train accuracy=0.4890]
Training:  80% 1034/1293 [03:33<00:52,  4.92batch/s, Train loss=1.0401, Train accuracy=0.4890]
Training:  80% 1034/1293 [03:34<00:52,  4.92batch/s, Train loss=1.0400, Train accuracy=0.4890]
Training:  80% 1035/1293 [03:34<00:52,  4.92batch/s, Train loss=1.0400, Train accuracy=0.4890]
Training:  80% 1035/1293 [03:34<00:52,  4.92batch/s, Train loss=1.0399, Train accuracy=0.4890]
Training:  80% 1036/1293 [03:34<00:52,  4.93batch/s, Train loss=1.0399, Train accuracy=0.4890]
Training:  80% 1036/1293 [03:34<00:52,  4.93batch/s, Train loss=1.0398, Train accuracy=0.4891]
Training:  80% 1037/1293 [03:34<00:53,  4.82batch/s, Train loss=1.0398, Train accuracy=0.4891]
Training:  80% 1037/1293 [03:34<00:53,  4.82batch/s, Train loss=1.0397, Train accuracy=0.4891]
Training:  80% 1038/1293 [03:34<00:52,  4.87batch/s, Train loss=1.0397, Train accuracy=0.4891]
Training:  80% 1038/1293 [03:34<00:52,  4.87batch/s, Train loss=1.0397, Train accuracy=0.4890]
Training:  80% 1039/1293 [03:34<00:51,  4.91batch/s, Train loss=1.0397, Train accuracy=0.4890]
Training:  80% 1039/1293 [03:35<00:51,  4.91batch/s, Train loss=1.0396, Train accuracy=0.4890]
Training:  80% 1040/1293 [03:35<00:51,  4.93batch/s, Train loss=1.0396, Train accuracy=0.4890]
Training:  80% 1040/1293 [03:35<00:51,  4.93batch/s, Train loss=1.0396, Train accuracy=0.4890]
Training:  81% 1041/1293 [03:35<00:50,  4.95batch/s, Train loss=1.0396, Train accuracy=0.4890]
Training:  81% 1041/1293 [03:35<00:50,  4.95batch/s, Train loss=1.0396, Train accuracy=0.4890]
Training:  81% 1042/1293 [03:35<00:50,  4.94batch/s, Train loss=1.0396, Train accuracy=0.4890]
Training:  81% 1042/1293 [03:35<00:50,  4.94batch/s, Train loss=1.0396, Train accuracy=0.4890]
Training:  81% 1043/1293 [03:35<00:50,  4.94batch/s, Train loss=1.0396, Train accuracy=0.4890]
Training:  81% 1043/1293 [03:35<00:50,  4.94batch/s, Train loss=1.0398, Train accuracy=0.4889]
Training:  81% 1044/1293 [03:35<00:50,  4.97batch/s, Train loss=1.0398, Train accuracy=0.4889]
Training:  81% 1044/1293 [03:36<00:50,  4.97batch/s, Train loss=1.0399, Train accuracy=0.4888]
Training:  81% 1045/1293 [03:36<00:49,  4.97batch/s, Train loss=1.0399, Train accuracy=0.4888]
Training:  81% 1045/1293 [03:36<00:49,  4.97batch/s, Train loss=1.0399, Train accuracy=0.4889]
Training:  81% 1046/1293 [03:36<00:49,  4.96batch/s, Train loss=1.0399, Train accuracy=0.4889]
Training:  81% 1046/1293 [03:36<00:49,  4.96batch/s, Train loss=1.0399, Train accuracy=0.4889]
Training:  81% 1047/1293 [03:36<00:49,  4.96batch/s, Train loss=1.0399, Train accuracy=0.4889]
Training:  81% 1047/1293 [03:36<00:49,  4.96batch/s, Train loss=1.0400, Train accuracy=0.4889]
Training:  81% 1048/1293 [03:36<00:49,  4.94batch/s, Train loss=1.0400, Train accuracy=0.4889]
Training:  81% 1048/1293 [03:36<00:49,  4.94batch/s, Train loss=1.0399, Train accuracy=0.4889]
Training:  81% 1049/1293 [03:36<00:49,  4.93batch/s, Train loss=1.0399, Train accuracy=0.4889]
Training:  81% 1049/1293 [03:37<00:49,  4.93batch/s, Train loss=1.0398, Train accuracy=0.4890]
Training:  81% 1050/1293 [03:37<00:49,  4.92batch/s, Train loss=1.0398, Train accuracy=0.4890]
Training:  81% 1050/1293 [03:37<00:49,  4.92batch/s, Train loss=1.0399, Train accuracy=0.4890]
Training:  81% 1051/1293 [03:37<00:49,  4.93batch/s, Train loss=1.0399, Train accuracy=0.4890]
Training:  81% 1051/1293 [03:37<00:49,  4.93batch/s, Train loss=1.0398, Train accuracy=0.4890]
Training:  81% 1052/1293 [03:37<00:48,  4.94batch/s, Train loss=1.0398, Train accuracy=0.4890]
Training:  81% 1052/1293 [03:37<00:48,  4.94batch/s, Train loss=1.0398, Train accuracy=0.4890]
Training:  81% 1053/1293 [03:37<00:48,  4.94batch/s, Train loss=1.0398, Train accuracy=0.4890]
Training:  81% 1053/1293 [03:37<00:48,  4.94batch/s, Train loss=1.0399, Train accuracy=0.4890]
Training:  82% 1054/1293 [03:37<00:48,  4.92batch/s, Train loss=1.0399, Train accuracy=0.4890]
Training:  82% 1054/1293 [03:38<00:48,  4.92batch/s, Train loss=1.0398, Train accuracy=0.4891]
Training:  82% 1055/1293 [03:38<00:48,  4.92batch/s, Train loss=1.0398, Train accuracy=0.4891]
Training:  82% 1055/1293 [03:38<00:48,  4.92batch/s, Train loss=1.0398, Train accuracy=0.4890]
Training:  82% 1056/1293 [03:38<00:48,  4.91batch/s, Train loss=1.0398, Train accuracy=0.4890]
Training:  82% 1056/1293 [03:38<00:48,  4.91batch/s, Train loss=1.0397, Train accuracy=0.4891]
Training:  82% 1057/1293 [03:38<00:47,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4891]
Training:  82% 1057/1293 [03:38<00:47,  4.94batch/s, Train loss=1.0399, Train accuracy=0.4891]
Training:  82% 1058/1293 [03:38<00:47,  4.93batch/s, Train loss=1.0399, Train accuracy=0.4891]
Training:  82% 1058/1293 [03:38<00:47,  4.93batch/s, Train loss=1.0399, Train accuracy=0.4891]
Training:  82% 1059/1293 [03:38<00:47,  4.94batch/s, Train loss=1.0399, Train accuracy=0.4891]
Training:  82% 1059/1293 [03:39<00:47,  4.94batch/s, Train loss=1.0399, Train accuracy=0.4892]
Training:  82% 1060/1293 [03:39<00:47,  4.89batch/s, Train loss=1.0399, Train accuracy=0.4892]
Training:  82% 1060/1293 [03:39<00:47,  4.89batch/s, Train loss=1.0400, Train accuracy=0.4892]
Training:  82% 1061/1293 [03:39<00:47,  4.92batch/s, Train loss=1.0400, Train accuracy=0.4892]
Training:  82% 1061/1293 [03:39<00:47,  4.92batch/s, Train loss=1.0399, Train accuracy=0.4892]
Training:  82% 1062/1293 [03:39<00:48,  4.73batch/s, Train loss=1.0399, Train accuracy=0.4892]
Training:  82% 1062/1293 [03:39<00:48,  4.73batch/s, Train loss=1.0399, Train accuracy=0.4892]
Training:  82% 1063/1293 [03:39<00:48,  4.73batch/s, Train loss=1.0399, Train accuracy=0.4892]
Training:  82% 1063/1293 [03:40<00:48,  4.73batch/s, Train loss=1.0400, Train accuracy=0.4892]
Training:  82% 1064/1293 [03:40<00:48,  4.75batch/s, Train loss=1.0400, Train accuracy=0.4892]
Training:  82% 1064/1293 [03:40<00:48,  4.75batch/s, Train loss=1.0401, Train accuracy=0.4893]
Training:  82% 1065/1293 [03:40<00:47,  4.75batch/s, Train loss=1.0401, Train accuracy=0.4893]
Training:  82% 1065/1293 [03:40<00:47,  4.75batch/s, Train loss=1.0401, Train accuracy=0.4893]
Training:  82% 1066/1293 [03:40<00:47,  4.75batch/s, Train loss=1.0401, Train accuracy=0.4893]
Training:  82% 1066/1293 [03:40<00:47,  4.75batch/s, Train loss=1.0402, Train accuracy=0.4892]
Training:  83% 1067/1293 [03:40<00:48,  4.70batch/s, Train loss=1.0402, Train accuracy=0.4892]
Training:  83% 1067/1293 [03:40<00:48,  4.70batch/s, Train loss=1.0403, Train accuracy=0.4892]
Training:  83% 1068/1293 [03:40<00:47,  4.70batch/s, Train loss=1.0403, Train accuracy=0.4892]
Training:  83% 1068/1293 [03:41<00:47,  4.70batch/s, Train loss=1.0404, Train accuracy=0.4893]
Training:  83% 1069/1293 [03:41<00:48,  4.64batch/s, Train loss=1.0404, Train accuracy=0.4893]
Training:  83% 1069/1293 [03:41<00:48,  4.64batch/s, Train loss=1.0403, Train accuracy=0.4894]
Training:  83% 1070/1293 [03:41<00:48,  4.60batch/s, Train loss=1.0403, Train accuracy=0.4894]
Training:  83% 1070/1293 [03:41<00:48,  4.60batch/s, Train loss=1.0403, Train accuracy=0.4894]
Training:  83% 1071/1293 [03:41<00:47,  4.64batch/s, Train loss=1.0403, Train accuracy=0.4894]
Training:  83% 1071/1293 [03:41<00:47,  4.64batch/s, Train loss=1.0401, Train accuracy=0.4895]
Training:  83% 1072/1293 [03:41<00:47,  4.65batch/s, Train loss=1.0401, Train accuracy=0.4895]
Training:  83% 1072/1293 [03:41<00:47,  4.65batch/s, Train loss=1.0402, Train accuracy=0.4895]
Training:  83% 1073/1293 [03:41<00:47,  4.66batch/s, Train loss=1.0402, Train accuracy=0.4895]
Training:  83% 1073/1293 [03:42<00:47,  4.66batch/s, Train loss=1.0400, Train accuracy=0.4896]
Training:  83% 1074/1293 [03:42<00:46,  4.71batch/s, Train loss=1.0400, Train accuracy=0.4896]
Training:  83% 1074/1293 [03:42<00:46,  4.71batch/s, Train loss=1.0401, Train accuracy=0.4896]
Training:  83% 1075/1293 [03:42<00:46,  4.66batch/s, Train loss=1.0401, Train accuracy=0.4896]
Training:  83% 1075/1293 [03:42<00:46,  4.66batch/s, Train loss=1.0400, Train accuracy=0.4897]
Training:  83% 1076/1293 [03:42<00:48,  4.45batch/s, Train loss=1.0400, Train accuracy=0.4897]
Training:  83% 1076/1293 [03:42<00:48,  4.45batch/s, Train loss=1.0400, Train accuracy=0.4897]
Training:  83% 1077/1293 [03:42<00:49,  4.37batch/s, Train loss=1.0400, Train accuracy=0.4897]
Training:  83% 1077/1293 [03:43<00:49,  4.37batch/s, Train loss=1.0399, Train accuracy=0.4897]
Training:  83% 1078/1293 [03:43<00:47,  4.52batch/s, Train loss=1.0399, Train accuracy=0.4897]
Training:  83% 1078/1293 [03:43<00:47,  4.52batch/s, Train loss=1.0398, Train accuracy=0.4898]
Training:  83% 1079/1293 [03:43<00:45,  4.65batch/s, Train loss=1.0398, Train accuracy=0.4898]
Training:  83% 1079/1293 [03:43<00:45,  4.65batch/s, Train loss=1.0398, Train accuracy=0.4898]
Training:  84% 1080/1293 [03:43<00:45,  4.73batch/s, Train loss=1.0398, Train accuracy=0.4898]
Training:  84% 1080/1293 [03:43<00:45,  4.73batch/s, Train loss=1.0397, Train accuracy=0.4898]
Training:  84% 1081/1293 [03:43<00:44,  4.78batch/s, Train loss=1.0397, Train accuracy=0.4898]
Training:  84% 1081/1293 [03:43<00:44,  4.78batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  84% 1082/1293 [03:43<00:43,  4.84batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  84% 1082/1293 [03:44<00:43,  4.84batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  84% 1083/1293 [03:44<00:43,  4.85batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  84% 1083/1293 [03:44<00:43,  4.85batch/s, Train loss=1.0398, Train accuracy=0.4899]
Training:  84% 1084/1293 [03:44<00:42,  4.89batch/s, Train loss=1.0398, Train accuracy=0.4899]
Training:  84% 1084/1293 [03:44<00:42,  4.89batch/s, Train loss=1.0398, Train accuracy=0.4899]
Training:  84% 1085/1293 [03:44<00:42,  4.87batch/s, Train loss=1.0398, Train accuracy=0.4899]
Training:  84% 1085/1293 [03:44<00:42,  4.87batch/s, Train loss=1.0398, Train accuracy=0.4899]
Training:  84% 1086/1293 [03:44<00:42,  4.90batch/s, Train loss=1.0398, Train accuracy=0.4899]
Training:  84% 1086/1293 [03:44<00:42,  4.90batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  84% 1087/1293 [03:44<00:42,  4.90batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  84% 1087/1293 [03:45<00:42,  4.90batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  84% 1088/1293 [03:45<00:41,  4.90batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  84% 1088/1293 [03:45<00:41,  4.90batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  84% 1089/1293 [03:45<00:41,  4.86batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  84% 1089/1293 [03:45<00:41,  4.86batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  84% 1090/1293 [03:45<00:41,  4.89batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  84% 1090/1293 [03:45<00:41,  4.89batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  84% 1091/1293 [03:45<00:41,  4.90batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  84% 1091/1293 [03:45<00:41,  4.90batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  84% 1092/1293 [03:45<00:40,  4.93batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  84% 1092/1293 [03:46<00:40,  4.93batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  85% 1093/1293 [03:46<00:40,  4.92batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  85% 1093/1293 [03:46<00:40,  4.92batch/s, Train loss=1.0396, Train accuracy=0.4898]
Training:  85% 1094/1293 [03:46<00:40,  4.92batch/s, Train loss=1.0396, Train accuracy=0.4898]
Training:  85% 1094/1293 [03:46<00:40,  4.92batch/s, Train loss=1.0397, Train accuracy=0.4898]
Training:  85% 1095/1293 [03:46<00:40,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4898]
Training:  85% 1095/1293 [03:46<00:40,  4.94batch/s, Train loss=1.0398, Train accuracy=0.4898]
Training:  85% 1096/1293 [03:46<00:39,  4.97batch/s, Train loss=1.0398, Train accuracy=0.4898]
Training:  85% 1096/1293 [03:46<00:39,  4.97batch/s, Train loss=1.0398, Train accuracy=0.4897]
Training:  85% 1097/1293 [03:46<00:39,  4.97batch/s, Train loss=1.0398, Train accuracy=0.4897]
Training:  85% 1097/1293 [03:47<00:39,  4.97batch/s, Train loss=1.0398, Train accuracy=0.4897]
Training:  85% 1098/1293 [03:47<00:39,  4.90batch/s, Train loss=1.0398, Train accuracy=0.4897]
Training:  85% 1098/1293 [03:47<00:39,  4.90batch/s, Train loss=1.0398, Train accuracy=0.4897]
Training:  85% 1099/1293 [03:47<00:39,  4.91batch/s, Train loss=1.0398, Train accuracy=0.4897]
Training:  85% 1099/1293 [03:47<00:39,  4.91batch/s, Train loss=1.0397, Train accuracy=0.4897]
Training:  85% 1100/1293 [03:47<00:39,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4897]
Training:  85% 1100/1293 [03:47<00:39,  4.94batch/s, Train loss=1.0395, Train accuracy=0.4898]
Training:  85% 1101/1293 [03:47<00:38,  4.94batch/s, Train loss=1.0395, Train accuracy=0.4898]
Training:  85% 1101/1293 [03:47<00:38,  4.94batch/s, Train loss=1.0395, Train accuracy=0.4898]
Training:  85% 1102/1293 [03:47<00:38,  4.96batch/s, Train loss=1.0395, Train accuracy=0.4898]
Training:  85% 1102/1293 [03:48<00:38,  4.96batch/s, Train loss=1.0394, Train accuracy=0.4899]
Training:  85% 1103/1293 [03:48<00:39,  4.82batch/s, Train loss=1.0394, Train accuracy=0.4899]
Training:  85% 1103/1293 [03:48<00:39,  4.82batch/s, Train loss=1.0394, Train accuracy=0.4899]
Training:  85% 1104/1293 [03:48<00:38,  4.86batch/s, Train loss=1.0394, Train accuracy=0.4899]
Training:  85% 1104/1293 [03:48<00:38,  4.86batch/s, Train loss=1.0394, Train accuracy=0.4900]
Training:  85% 1105/1293 [03:48<00:38,  4.88batch/s, Train loss=1.0394, Train accuracy=0.4900]
Training:  85% 1105/1293 [03:48<00:38,  4.88batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  86% 1106/1293 [03:48<00:38,  4.90batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  86% 1106/1293 [03:48<00:38,  4.90batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  86% 1107/1293 [03:48<00:37,  4.91batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  86% 1107/1293 [03:49<00:37,  4.91batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  86% 1108/1293 [03:49<00:38,  4.85batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  86% 1108/1293 [03:49<00:38,  4.85batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  86% 1109/1293 [03:49<00:37,  4.87batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  86% 1109/1293 [03:49<00:37,  4.87batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  86% 1110/1293 [03:49<00:37,  4.90batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  86% 1110/1293 [03:49<00:37,  4.90batch/s, Train loss=1.0397, Train accuracy=0.4899]
